stopPointRef,no_of_buses
NSR:Quay:33069,2039
NSR:Quay:89758,1249
NSR:Quay:96944,1881
NSR:Quay:39722,9136
NSR:Quay:53570,2098
NSR:Quay:102522,6441
NSR:Quay:24896,1079
NSR:Quay:4169,13926
NSR:Quay:23906,12476
NSR:Quay:55475,12681
NSR:Quay:31299,6282
NSR:Quay:40561,22661
NSR:Quay:17412,3680
NSR:Quay:7723,25401
NSR:Quay:4012,764
NSR:Quay:10074,43983
NSR:Quay:41012,5049
NSR:Quay:38145,1642
NSR:Quay:45777,20799
NSR:Quay:67006,15178
NSR:Quay:1386,6889
NSR:Quay:12415,52204
NSR:Quay:37314,12561
NSR:Quay:37720,21111
NSR:Quay:4721,9291
NSR:Quay:101335,102221
NSR:Quay:10525,49789
NSR:Quay:54037,55221
NSR:Quay:95681,1643
NSR:Quay:74080,3173
NSR:Quay:7247,27135
NSR:Quay:90165,6006
NSR:Quay:107824,1575
NSR:Quay:47422,634
NSR:Quay:54112,16606
NSR:Quay:8771,20138
NSR:Quay:51371,15408
NSR:Quay:95458,24626
14387911,3838
NSR:Quay:57090,3894
NSR:Quay:10506,52963
NSR:Quay:6614,40639
NSR:Quay:49856,3664
NSR:Quay:93906,3278
NSR:Quay:95731,21015
NSR:Quay:25058,12570
NSR:Quay:27371,2057
NSR:Quay:6435,93151
NSR:Quay:76538,807
NSR:Quay:41831,1934
NSR:Quay:51984,2482
NSR:Quay:22476,730
NSR:Quay:29635,1689
NSR:Quay:21191,4036
NSR:Quay:11574,4667
NSR:Quay:12453,39899
NSR:Quay:49623,15967
NSR:Quay:97134,379
NSR:Quay:31724,432
NSR:Quay:104181,5842
NSR:Quay:12936,11199
NSR:Quay:73153,2084
NSR:Quay:45333,16972
NSR:Quay:47539,9879
NSR:Quay:3002,2293
NSR:Quay:9567,35119
NSR:Quay:57191,1608
NSR:Quay:51469,9569
NSR:Quay:47368,59772
NSR:Quay:15297,1172
NSR:Quay:6107,2646
14114616,4408
NSR:Quay:55026,56269
NSR:Quay:45989,9192
NSR:Quay:54620,4987
NSR:Quay:39265,4862
NSR:Quay:74013,1746
NSR:Quay:33644,24114
NSR:Quay:31399,404
NSR:Quay:95945,2423
NSR:Quay:20704,579
NSR:Quay:28120,5750
NSR:Quay:53782,34782
NSR:Quay:51205,3905
NSR:Quay:42082,4411
NSR:Quay:21206,663
NSR:Quay:49289,8691
NSR:Quay:55111,2734
NSR:Quay:52042,1838
NSR:Quay:73081,2664
NSR:Quay:4566,4664
NSR:Quay:12905,7905
NSR:Quay:47439,947
NSR:Quay:7225,25048
NSR:Quay:35793,1453
NSR:Quay:72290,1866
NSR:Quay:19318,1758
NSR:Quay:43923,4815
NSR:Quay:28766,8109
NSR:Quay:71734,6808
NSR:Quay:23322,1262
NSR:Quay:15680,4291
NSR:Quay:36694,3703
NSR:Quay:91349,755
NSR:Quay:4317,6980
NSR:Quay:75640,2434
NSR:Quay:57279,1908
NSR:Quay:56630,5611
NSR:Quay:2292,7861
NSR:Quay:83547,4369
NSR:Quay:100525,29622
NSR:Quay:39139,5858
NSR:Quay:54081,28307
NSR:Quay:57301,3378
NSR:Quay:16801,5778
NSR:Quay:82321,3995
NSR:Quay:55648,1018
NSR:Quay:90872,620
NSR:Quay:18903,1449
NSR:Quay:20579,556
NSR:Quay:24272,7146
NSR:Quay:37943,11897
NSR:Quay:32527,1808
NSR:Quay:13213,17840
NSR:Quay:35387,5850
NSR:Quay:57847,4718
NSR:Quay:93667,2493
NSR:Quay:92190,1643
NSR:Quay:11868,6184
NSR:Quay:107312,894
NSR:Quay:72017,585
NSR:Quay:65616,206
NSR:Quay:20469,1321
NSR:Quay:69015,449
NSR:Quay:18925,462
NSR:Quay:47683,1010
NSR:Quay:45258,21309
NSR:Quay:71071,377
NSR:Quay:107853,5481
NSR:Quay:39410,15602
NSR:Quay:6470,11479
NSR:Quay:100407,521
NSR:Quay:16986,2744
NSR:Quay:49755,4046
NSR:Quay:53447,3408
NSR:Quay:25260,1400
NSR:Quay:32899,5230
NSR:Quay:50729,1184
NSR:Quay:55270,1038
NSR:Quay:94738,1548
NSR:Quay:21031,549
NSR:Quay:90150,1189
NSR:Quay:27165,2322
NSR:Quay:29615,1722
NSR:Quay:97563,7181
NSR:Quay:19395,1771
NSR:Quay:96357,1460
NSR:Quay:63692,657
NSR:Quay:77453,585
NSR:Quay:94815,4298
NSR:Quay:97545,390
NSR:Quay:6719,11499
NSR:Quay:36834,977
NSR:Quay:44632,5069
NSR:Quay:26759,2709
NSR:Quay:73634,1655
NSR:Quay:30659,1135
NSR:Quay:11104,1581
NSR:Quay:77298,1125
NSR:Quay:10033,7608
NSR:Quay:58077,1820
NSR:Quay:47773,1521
NSR:Quay:30292,4512
NSR:Quay:44688,4204
NSR:Quay:103158,512
NSR:Quay:814,1340
NSR:Quay:19270,1772
NSR:Quay:75354,1122
NSR:Quay:90407,1624
NSR:Quay:54418,9060
NSR:Quay:91465,851
NSR:Quay:77233,355
14333721,593
14011915,8983
NSR:Quay:5130,1048
NSR:Quay:53776,4945
NSR:Quay:65889,1895
NSR:Quay:92931,814
14291729,4102
NSR:Quay:2816,3622
NSR:Quay:12560,492
NSR:Quay:9224,740
NSR:Quay:26095,8667
NSR:Quay:24663,1734
NSR:Quay:56270,1997
14302642,5191
NSR:Quay:22070,1407
NSR:Quay:19524,1046
NSR:Quay:42219,3299
NSR:Quay:87638,888
14447156,2626
NSR:Quay:33618,2055
NSR:Quay:77053,1707
NSR:Quay:21337,316
NSR:Quay:87230,1118
NSR:Quay:50579,1017
NSR:Quay:49740,2074
NSR:Quay:44589,2817
NSR:Quay:25127,1450
NSR:Quay:66288,1536
NSR:Quay:26231,3225
NSR:Quay:34458,6183
NSR:Quay:829,5228
NSR:Quay:65085,5069
NSR:Quay:57772,1784
14447186,1827
NSR:Quay:42332,4990
NSR:Quay:17368,3885
NSR:Quay:69933,490
NSR:Quay:35684,4031
NSR:Quay:49478,1500
NSR:Quay:96369,1623
NSR:Quay:84290,1492
NSR:Quay:24409,597
NSR:Quay:67833,1432
NSR:Quay:108566,1324
NSR:Quay:85890,166
NSR:Quay:57615,307
NSR:Quay:22153,439
NSR:Quay:28707,1453
NSR:Quay:72089,689
NSR:Quay:101781,4168
NSR:Quay:53637,746
NSR:Quay:56459,3942
NSR:Quay:67169,168
NSR:Quay:96209,452
NSR:Quay:30952,1066
NSR:Quay:95309,270
NSR:Quay:36757,168
NSR:Quay:53384,2260
NSR:Quay:49692,987
NSR:Quay:75343,723
NSR:Quay:96607,385
NSR:Quay:25494,804
NSR:Quay:93798,1365
NSR:Quay:91913,1123
NSR:Quay:89937,1864
NSR:Quay:32191,1411
NSR:Quay:56858,1820
NSR:Quay:50910,1002
NSR:Quay:53850,3534
NSR:Quay:70423,205
NSR:Quay:33701,5150
NSR:Quay:42320,4528
NSR:Quay:50655,2787
NSR:Quay:78724,725
NSR:Quay:75648,463
NSR:Quay:42476,1824
NSR:Quay:66451,188
NSR:Quay:37057,728
NSR:Quay:96379,1025
NSR:Quay:41522,382
NSR:Quay:89344,1410
NSR:Quay:91410,1123
NSR:Quay:87410,703
NSR:Quay:17878,612
NSR:Quay:91636,1285
NSR:Quay:101124,117
NSR:Quay:108397,512
NSR:Quay:48175,2325
NSR:Quay:18617,1092
NSR:Quay:12610,419
NSR:Quay:94031,807
NSR:Quay:74572,2699
NSR:Quay:69036,343
NSR:Quay:26803,2132
NSR:Quay:23655,859
NSR:Quay:22567,2072
NSR:Quay:18256,1294
NSR:Quay:42587,498
NSR:Quay:15841,506
NSR:Quay:11706,2013
NSR:Quay:83935,491
NSR:Quay:2953,1081
NSR:Quay:68966,747
NSR:Quay:68428,2090
NSR:Quay:62008,586
NSR:Quay:53073,609
NSR:Quay:81561,619
NSR:Quay:4136,934
NSR:Quay:2697,331
NSR:Quay:55635,855
NSR:Quay:89865,1571
NSR:Quay:94748,1296
NSR:Quay:19451,2124
NSR:Quay:8969,1868
NSR:Quay:47629,2261
NSR:Quay:38774,672
NSR:Quay:76167,501
NSR:Quay:33056,1617
NSR:Quay:5683,2427
NSR:Quay:71715,844
NSR:Quay:78446,833
NSR:Quay:55943,391
NSR:Quay:3800,1790
NSR:Quay:91461,671
NSR:Quay:88386,1083
NSR:Quay:28545,1206
NSR:Quay:23141,1635
NSR:Quay:55420,2668
NSR:Quay:94813,1985
NSR:Quay:39543,1325
NSR:Quay:42657,2473
NSR:Quay:68643,1040
NSR:Quay:85757,1467
NSR:Quay:104927,1084
NSR:Quay:95562,754
NSR:Quay:26791,696
NSR:Quay:3434,1214
14291747,763
NSR:Quay:34209,1021
NSR:Quay:65159,1974
NSR:Quay:34163,162
NSR:Quay:8454,1946
NSR:Quay:74263,159
NSR:Quay:56517,6619
NSR:Quay:39815,691
NSR:Quay:79877,247
NSR:Quay:71534,223
NSR:Quay:70583,1748
NSR:Quay:92389,1146
NSR:Quay:49902,3276
NSR:Quay:70868,344
NSR:Quay:58458,1674
NSR:Quay:108961,163
NSR:Quay:78815,403
NSR:Quay:38158,296
NSR:Quay:92505,1100
NSR:Quay:98329,1754
NSR:Quay:53755,749
NSR:Quay:93567,621
NSR:Quay:84316,847
NSR:Quay:96247,613
NSR:Quay:105619,705
NSR:Quay:18981,4837
NSR:Quay:17456,1136
NSR:Quay:83443,696
NSR:Quay:45648,859
NSR:Quay:76293,1572
NSR:Quay:47156,429
NSR:Quay:40244,1111
NSR:Quay:24555,513
NSR:Quay:97553,404
NSR:Quay:47497,506
NSR:Quay:50010,1741
NSR:Quay:14998,493
NSR:Quay:58726,1459
NSR:Quay:36592,1027
NSR:Quay:59418,148
NSR:Quay:68677,1461
NSR:Quay:55256,1399
NSR:Quay:106081,937
NSR:Quay:18661,989
NSR:Quay:75941,184
NSR:Quay:92770,1421
NSR:Quay:33894,1380
NSR:Quay:75236,1465
NSR:Quay:2831,739
NSR:Quay:52275,609
NSR:Quay:92126,2482
NSR:Quay:3996,692
NSR:Quay:66112,754
NSR:Quay:55298,1409
NSR:Quay:47938,1415
NSR:Quay:37296,1153
NSR:Quay:28159,497
NSR:Quay:70731,271
NSR:Quay:101133,174
NSR:Quay:25827,613
NSR:Quay:37477,627
NSR:Quay:21527,343
17308,117
NSR:Quay:11186,628
NSR:Quay:45154,1759
NSR:Quay:95532,1093
NSR:Quay:27716,381
NSR:Quay:4215,157
NSR:Quay:83301,385
NSR:Quay:17794,174
NSR:Quay:74808,546
NSR:Quay:2629,798
NSR:Quay:78554,544
NSR:Quay:86207,643
NSR:Quay:69393,320
NSR:Quay:107733,825
NSR:Quay:79218,514
NSR:Quay:108031,908
14497081,995
NSR:Quay:107921,530
NSR:Quay:19694,494
NSR:Quay:14994,493
NSR:Quay:98427,1696
NSR:Quay:45646,1959
NSR:Quay:23227,533
NSR:Quay:17731,1065
NSR:Quay:41999,501
NSR:Quay:59821,688
NSR:Quay:34261,168
NSR:Quay:81344,743
NSR:Quay:2508,305
NSR:Quay:25896,304
NSR:Quay:1924,47
NSR:Quay:2175,388
NSR:Quay:86587,278
NSR:Quay:61731,82
NSR:Quay:34137,334
NSR:Quay:35418,294
NSR:Quay:42054,1206
NSR:Quay:107414,775
NSR:Quay:49547,384
NSR:Quay:55020,283
NSR:Quay:103914,140
NSR:Quay:98154,702
NSR:Quay:33586,1716
NSR:Quay:96930,829
NSR:Quay:37751,725
NSR:Quay:14897,598
NSR:Quay:26958,396
NSR:Quay:85471,314
NSR:Quay:80907,660
NSR:Quay:70118,1548
NSR:Quay:48753,890
NSR:Quay:70658,849
NSR:Quay:100080,72
14302508,798
NSR:Quay:74537,1225
NSR:Quay:49101,262
NSR:Quay:16263,991
NSR:Quay:65613,412
NSR:Quay:38609,803
NSR:Quay:79826,350
NSR:Quay:73126,414
NSR:Quay:30430,347
NSR:Quay:109174,90
NSR:Quay:110137,405
NSR:Quay:37866,418
NSR:Quay:72266,313
14163458,1125
NSR:Quay:95326,595
NSR:Quay:19848,370
NSR:Quay:58084,691
NSR:Quay:88058,166
NSR:Quay:4108,640
NSR:Quay:28680,1033
NSR:Quay:92632,413
NSR:Quay:77768,699
NSR:Quay:6146,713
NSR:Quay:30704,343
NSR:Quay:82235,348
NSR:Quay:84731,476
NSR:Quay:43492,482
NSR:Quay:38002,114
NSR:Quay:104685,166
NSR:Quay:87489,299
NSR:Quay:7345,370
NSR:Quay:22238,370
NSR:Quay:14174,179
NSR:Quay:110369,1362
NSR:Quay:24460,989
14436782,380
NSR:Quay:37491,176
NSR:Quay:107619,729
14291753,1347
NSR:Quay:36310,289
NSR:Quay:56791,230
NSR:Quay:32442,415
NSR:Quay:6672,736
NSR:Quay:22932,538
NSR:Quay:21379,157
NSR:Quay:17099,168
NSR:Quay:31431,488
16693,345
NSR:Quay:16844,703
NSR:Quay:82104,252
NSR:Quay:102995,169
NSR:Quay:82186,703
NSR:Quay:36857,415
NSR:Quay:2312,91
NSR:Quay:92794,384
NSR:Quay:79191,184
NSR:Quay:46691,377
NSR:Quay:99989,510
NSR:Quay:14686,156
NSR:Quay:74732,628
NSR:Quay:89328,884
NSR:Quay:92209,250
NSR:Quay:23021,929
NSR:Quay:71649,563
NSR:Quay:107892,494
NSR:Quay:21905,72
NSR:Quay:106203,538
NSR:Quay:92832,230
NSR:Quay:75381,364
NSR:Quay:21499,163
NSR:Quay:87185,82
NSR:Quay:71301,542
NSR:Quay:107974,43
NSR:Quay:77556,373
NSR:Quay:41719,382
NSR:Quay:103638,174
NSR:Quay:102430,346
NSR:Quay:66621,234
NSR:Quay:32115,394
NSR:Quay:101910,259
NSR:Quay:9956,437
NSR:Quay:61497,361
NSR:Quay:80292,186
NSR:Quay:12318,489
NSR:Quay:96672,260
NSR:Quay:73888,371
NSR:Quay:82875,183
NSR:Quay:35583,271
NSR:Quay:35106,168
NSR:Quay:96869,250
NSR:Quay:105334,317
NSR:Quay:8162,296
NSR:Quay:5159,458
NSR:Quay:80740,223
NSR:Quay:107814,184
NSR:Quay:34424,51
NSR:Quay:76162,104
NSR:Quay:41608,575
NSR:Quay:20847,77
NSR:Quay:87601,85
NSR:Quay:25507,156
NSR:Quay:105511,398
NSR:Quay:17208,178
NSR:Quay:33975,178
NSR:Quay:2651,72
NSR:Quay:21599,73
NSR:Quay:65419,29
NSR:Quay:70224,202
NSR:Quay:22472,372
NSR:Quay:104959,227
NSR:Quay:64714,90
NSR:Quay:87667,190
NSR:Quay:59972,28
NSR:Quay:78371,225
NSR:Quay:15420,141
NSR:Quay:64651,158
NSR:Quay:105503,11
NSR:Quay:104491,96
NSR:Quay:15830,87
NSR:Quay:105658,86
NSR:Quay:66141,5
NSR:Quay:16098,27
NSR:Quay:86378,47
NSR:Quay:104315,5
NSR:Quay:8109,9
NSR:Quay:1846,38
NSR:Quay:104913,5
NSR:Quay:65602,31
NSR:Quay:31018,6095
NSR:Quay:42779,22149
NSR:Quay:49152,23716
NSR:Quay:34811,3693
NSR:Quay:43665,728
NSR:Quay:91013,1222
NSR:Quay:12432,95337
NSR:Quay:43985,4110
NSR:Quay:81692,2130
NSR:Quay:7626,26132
NSR:Quay:16221,2829
NSR:Quay:7390,23365
NSR:Quay:105654,6142
NSR:Quay:14105,350
NSR:Quay:31804,37070
NSR:Quay:37293,19648
NSR:Quay:32855,23647
NSR:Quay:6688,17774
NSR:Quay:75601,25662
NSR:Quay:2862,5975
NSR:Quay:5952,9451
NSR:Quay:11274,80836
NSR:Quay:2787,3326
NSR:Quay:89308,41865
NSR:Quay:8368,16417
NSR:Quay:1117,21432
NSR:Quay:48783,13732
NSR:Quay:55138,24577
NSR:Quay:10295,102417
NSR:Quay:33093,1478
NSR:Quay:9635,13873
NSR:Quay:6264,42042
NSR:Quay:75378,23774
NSR:Quay:28317,16577
NSR:Quay:51394,9014
NSR:Quay:95877,24279
NSR:Quay:32344,12042
NSR:Quay:37990,4519
NSR:Quay:44051,18039
NSR:Quay:44244,6087
NSR:Quay:33007,9312
NSR:Quay:33745,9974
NSR:Quay:74721,1795
NSR:Quay:42326,5140
NSR:Quay:4049,8386
NSR:Quay:8124,11584
NSR:Quay:93318,1090
NSR:Quay:33307,5733
NSR:Quay:88459,20723
NSR:Quay:40371,6914
NSR:Quay:56635,5616
NSR:Quay:246,52555
NSR:Quay:26244,3049
NSR:Quay:37512,1212
NSR:Quay:11785,51268
NSR:Quay:5391,2134
NSR:Quay:38283,3200
NSR:Quay:43596,1719
NSR:Quay:48188,10979
NSR:Quay:95322,2416
NSR:Quay:37919,11536
NSR:Quay:53705,32739
NSR:Quay:11017,53105
NSR:Quay:97103,1402
NSR:Quay:44304,18195
NSR:Quay:40374,17824
NSR:Quay:40368,16676
NSR:Quay:33659,2023
NSR:Quay:29609,6360
NSR:Quay:278,19566
NSR:Quay:48978,43299
NSR:Quay:11372,27564
NSR:Quay:3108,4291
NSR:Quay:70822,33631
NSR:Quay:144,8038
NSR:Quay:52615,14235
NSR:Quay:55503,9947
NSR:Quay:38328,648
NSR:Quay:33863,3919
NSR:Quay:6741,21355
NSR:Quay:49889,3952
NSR:Quay:51927,13304
NSR:Quay:6630,18713
NSR:Quay:32824,1662
NSR:Quay:15094,1567
NSR:Quay:65757,18854
NSR:Quay:19213,2492
NSR:Quay:11022,53127
NSR:Quay:42623,17183
NSR:Quay:26230,2947
NSR:Quay:49122,18506
NSR:Quay:80316,2173
NSR:Quay:18322,1013
NSR:Quay:75722,31909
NSR:Quay:106044,16006
NSR:Quay:83280,388
NSR:Quay:50125,5328
NSR:Quay:52437,2818
NSR:Quay:57569,3981
NSR:Quay:58812,5853
NSR:Quay:3385,5487
NSR:Quay:33859,9268
NSR:Quay:53604,14468
NSR:Quay:56909,2425
NSR:Quay:49869,3037
NSR:Quay:77970,1789
NSR:Quay:66607,3045
NSR:Quay:13138,4482
NSR:Quay:11384,30055
NSR:Quay:32014,8667
NSR:Quay:103379,15986
NSR:Quay:90377,2701
NSR:Quay:11240,35664
NSR:Quay:30154,11465
NSR:Quay:67511,5017
NSR:Quay:28082,5465
NSR:Quay:66794,2246
NSR:Quay:33962,1580
NSR:Quay:51776,15695
NSR:Quay:68113,5845
NSR:Quay:30775,473
NSR:Quay:90348,4642
NSR:Quay:54250,3721
NSR:Quay:31609,10308
NSR:Quay:91283,418
NSR:Quay:89600,2850
NSR:Quay:23886,6897
NSR:Quay:48238,447
NSR:Quay:12325,2730
NSR:Quay:13492,328
NSR:Quay:25095,13244
NSR:Quay:30004,5553
NSR:Quay:47363,6707
NSR:Quay:34162,13133
NSR:Quay:53846,19103
NSR:Quay:19478,2162
NSR:Quay:67206,1774
NSR:Quay:18596,2174
14313557,833
NSR:Quay:104702,1988
NSR:Quay:17505,1623
NSR:Quay:22963,1747
NSR:Quay:11748,33563
NSR:Quay:9008,17575
NSR:Quay:15740,4824
NSR:Quay:78311,3208
NSR:Quay:10432,15896
NSR:Quay:32864,3921
NSR:Quay:95988,165
NSR:Quay:29516,20046
NSR:Quay:18091,14780
NSR:Quay:218,13297
NSR:Quay:71697,363
NSR:Quay:72074,5183
NSR:Quay:73525,1597
NSR:Quay:40035,5043
NSR:Quay:92060,2714
NSR:Quay:54910,2984
NSR:Quay:71121,2245
NSR:Quay:34650,4880
NSR:Quay:41599,17682
NSR:Quay:74405,561
NSR:Quay:4632,5257
NSR:Quay:65989,5579
NSR:Quay:39931,24438
NSR:Quay:38743,1919
NSR:Quay:10384,11814
NSR:Quay:51179,31863
NSR:Quay:68928,3281
NSR:Quay:48705,3121
NSR:Quay:46784,1911
NSR:Quay:57895,2316
NSR:Quay:28729,35600
NSR:Quay:43938,10777
NSR:Quay:30546,8945
NSR:Quay:55415,13533
NSR:Quay:58189,3160
NSR:Quay:12290,21234
NSR:Quay:29514,1355
NSR:Quay:91026,2915
NSR:Quay:68366,8158
NSR:Quay:45836,1874
NSR:Quay:27988,1217
NSR:Quay:100608,6748
NSR:Quay:9994,19023
NSR:Quay:56048,6882
NSR:Quay:33048,9305
NSR:Quay:34368,5843
NSR:Quay:67675,6447
NSR:Quay:27943,16480
NSR:Quay:25041,23928
NSR:Quay:40223,956
NSR:Quay:97291,1611
NSR:Quay:96061,9952
NSR:Quay:50749,4044
NSR:Quay:39664,4726
NSR:Quay:46343,12323
NSR:Quay:29423,1289
NSR:Quay:29687,1888
NSR:Quay:66433,8066
NSR:Quay:106127,632
NSR:Quay:101341,712
NSR:Quay:40179,12708
NSR:Quay:50508,3257
NSR:Quay:92924,1716
NSR:Quay:57487,3981
NSR:Quay:17313,3884
NSR:Quay:42601,2020
NSR:Quay:41849,600
NSR:Quay:26663,4447
NSR:Quay:74458,2194
NSR:Quay:66940,2947
NSR:Quay:47955,1463
NSR:Quay:30929,1588
NSR:Quay:24966,6528
NSR:Quay:35099,1914
NSR:Quay:55009,18223
NSR:Quay:22409,927
14417370,2875
NSR:Quay:95427,1551
NSR:Quay:49567,1459
NSR:Quay:27828,7421
NSR:Quay:50434,2871
NSR:Quay:50300,6978
NSR:Quay:52167,2607
NSR:Quay:92359,1301
NSR:Quay:66322,1428
NSR:Quay:38167,1436
NSR:Quay:96885,1668
NSR:Quay:32583,20914
NSR:Quay:24558,1773
NSR:Quay:29581,6376
NSR:Quay:5718,6271
NSR:Quay:10434,8511
NSR:Quay:98133,2785
NSR:Quay:33329,4361
NSR:Quay:95418,640
NSR:Quay:53048,2135
NSR:Quay:7868,16354
NSR:Quay:26938,3060
NSR:Quay:37400,593
NSR:Quay:31919,8587
NSR:Quay:916,10660
NSR:Quay:23381,4441
NSR:Quay:23717,723
NSR:Quay:34484,2168
NSR:Quay:50564,3516
NSR:Quay:57591,613
NSR:Quay:50903,1675
NSR:Quay:53833,1010
NSR:Quay:2322,4413
NSR:Quay:53494,2335
NSR:Quay:66234,9782
NSR:Quay:73106,4003
NSR:Quay:81548,428
NSR:Quay:6787,5900
NSR:Quay:6111,8521
NSR:Quay:78356,1310
NSR:Quay:97880,1272
14436794,2531
NSR:Quay:2810,3538
NSR:Quay:104699,10343
NSR:Quay:26468,10088
NSR:Quay:3319,4204
NSR:Quay:1505,4785
NSR:Quay:57413,3981
NSR:Quay:31010,1687
NSR:Quay:109639,1144
NSR:Quay:38518,1360
NSR:Quay:39037,1205
NSR:Quay:98230,1117
NSR:Quay:16345,741
NSR:Quay:55389,1286
NSR:Quay:58240,2751
NSR:Quay:57270,876
NSR:Quay:58284,2344
NSR:Quay:36500,639
NSR:Quay:38466,2817
NSR:Quay:88657,1954
NSR:Quay:26771,2701
NSR:Quay:2642,306
NSR:Quay:95198,948
NSR:Quay:29239,703
NSR:Quay:81731,591
NSR:Quay:19686,541
14113008,1975
NSR:Quay:81664,1627
NSR:Quay:99949,5915
NSR:Quay:32159,9573
NSR:Quay:104854,1978
NSR:Quay:3982,780
NSR:Quay:3076,708
14497089,414
NSR:Quay:86774,202
NSR:Quay:15311,161
NSR:Quay:100791,3981
NSR:Quay:13969,2376
14133205,766
NSR:Quay:58465,2707
NSR:Quay:103047,2168
NSR:Quay:96055,4977
NSR:Quay:97619,612
NSR:Quay:6635,543
NSR:Quay:65132,725
NSR:Quay:89949,1716
NSR:Quay:84791,443
NSR:Quay:72745,2012
NSR:Quay:4302,1225
NSR:Quay:99866,484
NSR:Quay:82311,283
NSR:Quay:106706,2406
NSR:Quay:42774,800
NSR:Quay:9458,5571
NSR:Quay:22039,372
NSR:Quay:82351,2137
NSR:Quay:27749,2846
14436766,6009
NSR:Quay:12256,1793
NSR:Quay:44998,2055
14381456,1342
NSR:Quay:56084,4230
NSR:Quay:27229,926
NSR:Quay:40868,4582
NSR:Quay:12513,1982
NSR:Quay:68678,654
NSR:Quay:68171,325
NSR:Quay:30544,3755
NSR:Quay:29970,190
14322410,8353
NSR:Quay:41384,692
NSR:Quay:37258,1463
NSR:Quay:31242,442
NSR:Quay:72689,1330
NSR:Quay:98366,451
NSR:Quay:46326,1462
NSR:Quay:91512,2046
NSR:Quay:30410,733
NSR:Quay:31720,1220
NSR:Quay:13760,526
NSR:Quay:1875,3130
NSR:Quay:77138,2299
NSR:Quay:6282,1775
NSR:Quay:74523,273
NSR:Quay:31741,2707
NSR:Quay:38698,5049
NSR:Quay:85074,737
NSR:Quay:109489,113
NSR:Quay:42814,692
NSR:Quay:66690,2440
NSR:Quay:57911,1130
NSR:Quay:62216,91
NSR:Quay:85158,595
NSR:Quay:38622,4726
NSR:Quay:67838,1095
NSR:Quay:94594,406
NSR:Quay:9638,252
NSR:Quay:33666,2181
NSR:Quay:37331,1484
NSR:Quay:88112,776
14281093,2182
NSR:Quay:83437,2419
NSR:Quay:109217,375
NSR:Quay:75071,1911
NSR:Quay:91647,1091
NSR:Quay:67546,1638
NSR:Quay:80094,774
NSR:Quay:50560,2097
NSR:Quay:46834,1925
NSR:Quay:104903,231
NSR:Quay:67141,183
NSR:Quay:78088,372
NSR:Quay:103988,597
NSR:Quay:58200,2316
NSR:Quay:31483,450
NSR:Quay:90033,761
NSR:Quay:73905,2361
NSR:Quay:32248,8505
NSR:Quay:31526,855
NSR:Quay:29564,1689
NSR:Quay:23300,1477
NSR:Quay:52480,1050
NSR:Quay:33245,636
NSR:Quay:81189,1065
NSR:Quay:12648,1549
NSR:Quay:58246,2369
NSR:Quay:78766,990
NSR:Quay:76563,783
NSR:Quay:53202,2098
NSR:Quay:37304,973
NSR:Quay:90728,446
NSR:Quay:57707,2460
NSR:Quay:38228,1255
NSR:Quay:76155,104
NSR:Quay:88841,384
NSR:Quay:58529,1949
NSR:Quay:74626,1716
NSR:Quay:3902,4099
NSR:Quay:74389,534
NSR:Quay:98089,318
NSR:Quay:5015,573
NSR:Quay:108485,652
NSR:Quay:91858,384
NSR:Quay:102552,379
NSR:Quay:89860,1342
NSR:Quay:44800,871
NSR:Quay:44272,998
NSR:Quay:3102,1047
NSR:Quay:103329,641
NSR:Quay:26416,755
NSR:Quay:26483,1024
NSR:Quay:68294,637
NSR:Quay:15508,572
NSR:Quay:55566,1896
NSR:Quay:57821,2487
NSR:Quay:42929,637
NSR:Quay:78594,987
NSR:Quay:106744,816
NSR:Quay:57337,804
NSR:Quay:53838,719
NSR:Quay:11098,1020
14124428,2441
NSR:Quay:27260,1961
NSR:Quay:10521,531
NSR:Quay:12682,643
NSR:Quay:26161,572
NSR:Quay:24997,1630
NSR:Quay:82132,1658
NSR:Quay:77652,749
NSR:Quay:79841,352
NSR:Quay:7044,2839
NSR:Quay:101765,1416
NSR:Quay:54869,399
NSR:Quay:95442,1191
NSR:Quay:95382,1877
NSR:Quay:8074,67
NSR:Quay:59749,2824
NSR:Quay:90841,545
NSR:Quay:29341,572
14313518,415
NSR:Quay:81655,510
NSR:Quay:93826,674
NSR:Quay:77906,557
NSR:Quay:73859,2329
NSR:Quay:72690,1459
NSR:Quay:1779,704
NSR:Quay:83390,1350
NSR:Quay:80266,2427
NSR:Quay:77123,397
NSR:Quay:91434,1030
NSR:Quay:27085,778
NSR:Quay:69789,459
NSR:Quay:72445,747
NSR:Quay:99196,53
NSR:Quay:106910,384
NSR:Quay:82293,136
NSR:Quay:54339,474
NSR:Quay:66173,1336
NSR:Quay:57950,1130
NSR:Quay:78808,985
NSR:Quay:109336,263
NSR:Quay:49416,246
NSR:Quay:12483,1018
NSR:Quay:72761,600
NSR:Quay:36614,184
NSR:Quay:45854,1192
NSR:Quay:31423,1144
NSR:Quay:14298,726
NSR:Quay:2893,168
NSR:Quay:77393,742
NSR:Quay:34752,335
NSR:Quay:94385,298
NSR:Quay:28712,2467
14381567,1227
NSR:Quay:77428,468
NSR:Quay:76373,131
NSR:Quay:102558,787
NSR:Quay:32493,799
NSR:Quay:84707,349
NSR:Quay:23283,422
NSR:Quay:76033,504
NSR:Quay:20397,1993
NSR:Quay:84034,369
